Full Review Flagship Budget Phone: Honor 7X,5nice review,"Feb 08, 2018 at 07:57AM",Sam9
New color variants in honor devices...,"8Great article,well done broThank you","Feb 08, 2018 at 3:32PM",Arunb
New color variants in honor devices...,"8Great article,well done broThank you","Feb 08, 2018 at 3:32PM",Arunb
New color variants in honor devices...,9i think today is a sale for honor 7x red version in amazon,"Feb 09, 2018 at 11:49AM",Honorfans_13540
New color variants in honor devices...,"10Honor 32 red edition 1PM sale on Amazon.in But i did not get it was so eager to get the red edition though sitting from the first second of 1 PM but there was some mismanagement from Amazon.in and the device showed currently unavailable from start, tried via website and app both resulted in non availability and redirecting to black 32 version once clicked on Red banner on Amazon's homepage...dissapointed with Amazon india..i tried until 02:38 PM..The valentine sale was not so loving!!Was there anyone who ordered it successfully??","Feb 10, 2018 at 06:35AM",ZAK17
Stop Stop Stop...!!!! ,5They always do this shows immaturity to satisfy their own price for nothingHmmm...,"Feb 16, 2018 at 09:03AM",Arunb
Stop Stop Stop...!!!! ,"6Good job and Thank you, Arun. We will try our best to fight against those spammer and provide a better community environment for our Honor FansThank you @Zoro","Feb 17, 2018 at 5:17PM",Zoro
Stop Stop Stop...!!!! ,"6Good job and Thank you, Arun. We will try our best to fight against those spammer and provide a better community environment for our Honor FansThank you @Zoro","Feb 17, 2018 at 5:17PM",Arunb
Stop Stop Stop...!!!! ,"6Good job and Thank you, Arun. We will try our best to fight against those spammer and provide a better community environment for our Honor FansThank you @Zoro","Feb 17, 2018 at 5:17PM",Arunb
Stop Stop Stop...!!!! ,7Yes in Honor super fan club WhatsApp before some days a mi fan abusing,"Feb 21, 2018 at 12:00AM",Ayushsar25
#SheistheQueen  what＊s she looks like in your eyes? ,6Amazing India contest winners?? It was to be announced on 5 FEB --yesterday!! @shallyhonorhttps://club.hihonor.com/in/announcements.205/winnerlist-for-span-stylecolorredfebspanseize-your-smileopen-ceremonylove-replies-.128415,"Mar 06, 2018 at 08:25AM",Honorfans_10468
#SheistheQueen  what＊s she looks like in your eyes? ,6Amazing India contest winners?? It was to be announced on 5 FEB --yesterday!! @shallyhonorhttps://club.hihonor.com/in/announcements.205/winnerlist-for-span-stylecolorredfebspanseize-your-smileopen-ceremonylove-replies-.128415,"Mar 06, 2018 at 08:25AM",Honorfans_10468
#Honor 9 Lite # is iPhone X in Android System,"5nice device, i love glacier gray color","Feb 10, 2018 at 11:36AM",Sam9
#Honor 9 Lite # is iPhone X in Android System,"6Foolishness at its peak!!Comparing oranges to apples, grow up!!","Feb 16, 2018 at 1:34PM",Unfairand
#Honor 9 Lite # is iPhone X in Android System,"7Face unlock feature on Apple uses a completely different algorithm which is no means can be compared to honor 9 lite,similarly the screen is of higher grade with much bigger resolution oled totally different from honor 9 lite and talking about performance the outdated mali 830 dual core gpu is generations behind and the least performing gpu of the current lot available on the market and u can't compare it with apples GPU!Looking exactly similar can be called as a imitation/copy of the original device, this is worst ever comparision, grow up!","Feb 16, 2018 at 1:37PM",Unfairand
Honor V10 Top 5 Features YOU SHOULD KNOW! ,7Worth Sharing,"Feb 10, 2018 at 11:27AM",Sam9
Honor V10 Top 5 Features YOU SHOULD KNOW! ,8Missing Auto Call Recorder(ACR) in my first honor mobile phone that is V10. Third party ACR apps are not working perfectly. Please help me to use ACR in V10. Thanks,"Feb 11, 2018 at 2:32PM",VivekAhuja
Honor V10 Top 5 Features YOU SHOULD KNOW! ,"9Your opinion would be totaly opposite if you own a honor 8 pro. 30k device with no faceunlock no call recording no video call no dual 4g support no nfc, poor low light photography, no double tap to wake, slowest charging speed ie 3 hour and worst thing is that no software support no security patches.","Feb 11, 2018 at 4:58PM",huafans0532961437
 FullView Display and Quad-Camera #Honor 9 Lite#,1NIce review!Just ordered one Honor 9 Lite from Flipkart!,"Feb 06, 2018 at 4:48PM",Christine
 FullView Display and Quad-Camera #Honor 9 Lite#,2Lovely pictures.The camera looks great!,"Feb 06, 2018 at 4:54PM",Honorfans_10125
My story with #Honor6x  - A Great Allrounder in the Mid-range,"4Dear Fan,Really nice to hear that!Thanks.Thanks alot!  You guys are the best!","Feb 11, 2018 at 3:58PM",aravindmnair
My story with #Honor6x  - A Great Allrounder in the Mid-range,"4Dear Fan,Really nice to hear that!Thanks.Thanks alot!  You guys are the best!","Feb 11, 2018 at 3:58PM",aravindmnair
My story with #Honor6x  - A Great Allrounder in the Mid-range,"5Your opinion would be totaly opposite if you own a honor 8 pro. 30k device with no faceunlock no call recording no video call no dual 4g support no nfc, poor low light photography, no double tap to wake, slowest charging speed ie 3 hour and worst thing is that no software support no security patches.Hai friend, but i know many satisfied users of honor 8 pro. Faceunlock can be implemented by an ota update and no hardware capability is needed. Who knows ,you may be getting it jn the next ota. Wait for emui 8.0","Feb 11, 2018 at 4:52PM",huafans0532961437
My story with #Honor6x  - A Great Allrounder in the Mid-range,"5Your opinion would be totaly opposite if you own a honor 8 pro. 30k device with no faceunlock no call recording no video call no dual 4g support no nfc, poor low light photography, no double tap to wake, slowest charging speed ie 3 hour and worst thing is that no software support no security patches.Hai friend, but i know many satisfied users of honor 8 pro. Faceunlock can be implemented by an ota update and no hardware capability is needed. Who knows ,you may be getting it jn the next ota. Wait for emui 8.0","Feb 11, 2018 at 4:52PM",aravindmnair
#Seizeyoursmile Show your smiling face,2Here is mine ,"Feb 09, 2018 at 10:59AM",AbhinavSinha
#Seizeyoursmile Show your smiling face,"3Again a most liked contest...please do think again... good luck guys...No,we will choose 4 by quality ,did you see that?It's combination- few people will be selcted on likes basis and thers will be judged by team and moderators.ThanxBro rules are different this time. Do check","Feb 09, 2018 at 11:22AM",Arunb
#Seizeyoursmile Show your smiling face,"3Again a most liked contest...please do think again... good luck guys...No,we will choose 4 by quality ,did you see that?It's combination- few people will be selcted on likes basis and thers will be judged by team and moderators.ThanxBro rules are different this time. Do check","Feb 09, 2018 at 11:22AM",MergoLiu
#Seizeyoursmile Show your smiling face,"3Again a most liked contest...please do think again... good luck guys...No,we will choose 4 by quality ,did you see that?It's combination- few people will be selcted on likes basis and thers will be judged by team and moderators.ThanxBro rules are different this time. Do check","Feb 09, 2018 at 11:22AM",Boo
WATERMARKS - How To Add them (Tutorial),1Awesome!Thanks for sharing this.Very helpful!Thank you :),"Feb 11, 2018 at 12:45AM",Aadhira
WATERMARKS - How To Add them (Tutorial),1Awesome!Thanks for sharing this.Very helpful!Thank you :),"Feb 11, 2018 at 12:45AM",AbhinavSinha
Full Review Flagship Budget Phone: Honor 7X,6Good review,"Feb 08, 2018 at 2:35PM",PrajwalPK
Full Review Flagship Budget Phone: Honor 7X,7Games performance is not good and there is no option like automatic call recorder...,"Feb 08, 2018 at 5:57PM",NagendraBabuD
Full Review Flagship Budget Phone: Honor 7X,8Release oreo update immediately to improve sales of 7x in India and issue update for minimise battery drain.... Or redmi 5 will overtake 7x in battery performance....,"Feb 08, 2018 at 8:52PM",Honorfans_12722
Full Review Flagship Budget Phone: Honor 7X,9nice phone,"Feb 09, 2018 at 07:33AM",York
Stop Stop Stop...!!!! ,8I want to be a part of Honor Fans Whatup Group please share the link,"Feb 24, 2018 at 11:08AM",ATMSRIRAM
Stop Stop Stop...!!!! ,"9Lot of negative publicities are flooding on the internet. The brand 'X' fears Honor, and its evident from all the dramas, they created.","Feb 28, 2018 at 11:07AM",aravindmnair
Stop Stop Stop...!!!! ,10Since mi is on top in india our honor team should provide some best feature in a very low budget phone then only our team will be able to cross mi because mi has all focus on budget segment phoneThanx for the feedback...u can expect in future devices,"Mar 03, 2018 at 09:06AM",Samarth
Stop Stop Stop...!!!! ,10Since mi is on top in india our honor team should provide some best feature in a very low budget phone then only our team will be able to cross mi because mi has all focus on budget segment phoneThanx for the feedback...u can expect in future devices,"Mar 03, 2018 at 09:06AM",Arunb
Everything is fast on this phone!  #Honor 9 Lite#,1Agree. Honor 9 Lite do much better.,"Jan 27, 2018 at 06:50AM",Christine
Everything is fast on this phone!  #Honor 9 Lite#,2Looks beautiful in every color,"Feb 02, 2018 at 7:15PM",PicWiz
#Honor 9 Lite# Launch Event in India [Video],1Honor 9 Lite is avalible on Flipkart!,"Jan 30, 2018 at 09:13AM",Christine
#Honor 9 Lite# Launch Event in India [Video],2Nice,"Feb 05, 2018 at 5:07PM",huafans031166
#SheistheQueen  what＊s she looks like in your eyes? ,"7She is my queenPlease see point number 2, you need to mention the reason too and facebook sharing link too, photo and reason.GOODLUCK from HonorFan.yeah,yeah,you are very happy.","Mar 06, 2018 at 09:00AM",Geek
#SheistheQueen  what＊s she looks like in your eyes? ,"7She is my queenPlease see point number 2, you need to mention the reason too and facebook sharing link too, photo and reason.GOODLUCK from HonorFan.yeah,yeah,you are very happy.","Mar 06, 2018 at 09:00AM",Honorfans_10468
#SheistheQueen  what＊s she looks like in your eyes? ,"7She is my queenPlease see point number 2, you need to mention the reason too and facebook sharing link too, photo and reason.GOODLUCK from HonorFan.yeah,yeah,you are very happy.","Mar 06, 2018 at 09:00AM",Godgua
#SheistheQueen  what＊s she looks like in your eyes? ,"7She is my queenPlease see point number 2, you need to mention the reason too and facebook sharing link too, photo and reason.GOODLUCK from HonorFan.yeah,yeah,you are very happy.","Mar 06, 2018 at 09:00AM",Godgua
#SheistheQueen  what＊s she looks like in your eyes? ,8nice,"Mar 06, 2018 at 09:17AM",George
#Honor 9 Lite # is iPhone X in Android System,8Only one difference is iPhone x price 10 time more,"Feb 24, 2018 at 11:02AM",NitinHonor9i
#Honor 9 Lite # is iPhone X in Android System,"9Dear Lakshay,Thank you for appreciating the device features. It is really great to hear from you, this keeps us motivated to bring more and more amazing smartphones for our customers with awesome features.Thanks!","Feb 25, 2018 at 3:45PM",HonorService
#Honor 9 Lite # is iPhone X in Android System,10Are you mad. Comparison is always between things of same level. Such a fool. Only for attention you people can do everything,"Mar 14, 2018 at 04:27AM",Samarth
"Huawei Honor 9 Lite review: Gorgeous looking, quad-camera sporting smartphone offering immense value",1Wow.Nice review.Thanks for sharing this.,"Jan 26, 2018 at 09:00AM",Christine
"Huawei Honor 9 Lite review: Gorgeous looking, quad-camera sporting smartphone offering immense value",2This is something really informative,"Feb 02, 2018 at 7:26PM",PicWiz
"Huawei Honor 9 Lite review: Gorgeous looking, quad-camera sporting smartphone offering immense value",3I purchased this phone.Very osm beautifully looking..Lovely phone..... I love this service and design looking,"Feb 02, 2018 at 10:58PM",Honorfans_12982
Honor V10 Top 5 Features YOU SHOULD KNOW! ,10I bought the honor View 10 on 5th March device is doing well but its getting restart on its own. Help me out!!,"Feb 12, 2018 at 8:53PM",UpenderRao
Beautiful Bezel-less Phone with Quad-lens Camera #Honor 9 Lite##Honor 9 Lite,1Great review!Just got one from Flipkart!,"Feb 06, 2018 at 4:47PM",Christine
 FullView Display and Quad-Camera #Honor 9 Lite#,3good article,"Feb 09, 2018 at 11:50AM",Honorfans_13540
 FullView Display and Quad-Camera #Honor 9 Lite#,4nice,"Feb 09, 2018 at 12:26AM",Sam9
 FullView Display and Quad-Camera #Honor 9 Lite#,5Best Smartphone with amazing features ,"Feb 09, 2018 at 3:33PM",huafans031166
 FullView Display and Quad-Camera #Honor 9 Lite#,6I want this product by heart blue color attraction,"Feb 13, 2018 at 8:48PM",Honorfans_14143
My story with #Honor6x  - A Great Allrounder in the Mid-range,"5Your opinion would be totaly opposite if you own a honor 8 pro. 30k device with no faceunlock no call recording no video call no dual 4g support no nfc, poor low light photography, no double tap to wake, slowest charging speed ie 3 hour and worst thing is that no software support no security patches.Hai friend, but i know many satisfied users of honor 8 pro. Faceunlock can be implemented by an ota update and no hardware capability is needed. Who knows ,you may be getting it jn the next ota. Wait for emui 8.0","Feb 11, 2018 at 4:52PM",aravindmnair
My story with #Honor6x  - A Great Allrounder in the Mid-range,"6Honor only deserve to make mobiles upto 10k. Because without support 10k device users dont have any complaints. If u pay for premium they they have to serve it as a premium.But, honor view10 is an exceptional phone. Just do a handson with the phone and you will be completely amazed by the phone. I have used both oneplu5t & view10. It does have supercharge as well.","Feb 11, 2018 at 4:55PM",huafans0532961437
My story with #Honor6x  - A Great Allrounder in the Mid-range,"6Honor only deserve to make mobiles upto 10k. Because without support 10k device users dont have any complaints. If u pay for premium they they have to serve it as a premium.But, honor view10 is an exceptional phone. Just do a handson with the phone and you will be completely amazed by the phone. I have used both oneplu5t & view10. It does have supercharge as well.","Feb 11, 2018 at 4:55PM",aravindmnair
My story with #Honor6x  - A Great Allrounder in the Mid-range,"6Honor only deserve to make mobiles upto 10k. Because without support 10k device users dont have any complaints. If u pay for premium they they have to serve it as a premium.But, honor view10 is an exceptional phone. Just do a handson with the phone and you will be completely amazed by the phone. I have used both oneplu5t & view10. It does have supercharge as well.","Feb 11, 2018 at 4:55PM",aravindmnair
[Honor View 10 vs OnePlus 5T] Speedtest V10 is FASTER. ,1Lightening Fast,"Feb 05, 2018 at 4:58PM",huafans031166
[Honor View 10 vs OnePlus 5T] Speedtest V10 is FASTER. ,2In speedtest V10 is the winner,"Feb 10, 2018 at 11:35AM",Sam9
#Seizeyoursmile Show your smiling face,"3Again a most liked contest...please do think again... good luck guys...No,we will choose 4 by quality ,did you see that?It's combination- few people will be selcted on likes basis and thers will be judged by team and moderators.ThanxBro rules are different this time. Do check","Feb 09, 2018 at 11:22AM",Arunb
#Seizeyoursmile Show your smiling face,"3Again a most liked contest...please do think again... good luck guys...No,we will choose 4 by quality ,did you see that?It's combination- few people will be selcted on likes basis and thers will be judged by team and moderators.ThanxBro rules are different this time. Do check","Feb 09, 2018 at 11:22AM",Honorfans_13490
#Seizeyoursmile Show your smiling face,"3Again a most liked contest...please do think again... good luck guys...No,we will choose 4 by quality ,did you see that?It's combination- few people will be selcted on likes basis and thers will be judged by team and moderators.ThanxBro rules are different this time. Do check","Feb 09, 2018 at 11:22AM",Honorfans_13490
#Seizeyoursmile Show your smiling face,4Here is my ,"Feb 09, 2018 at 11:52AM",Honorfans_9708
WATERMARKS - How To Add them (Tutorial),1Awesome!Thanks for sharing this.Very helpful!Thank you :),"Feb 11, 2018 at 12:45AM",AbhinavSinha
WATERMARKS - How To Add them (Tutorial),"2Dear Fan,Thanks for supporting us.Welcome... I like helping out HoFans... Once a Honor fan Always a Honor Fan","Feb 11, 2018 at 4:32PM",HonorService
WATERMARKS - How To Add them (Tutorial),"2Dear Fan,Thanks for supporting us.Welcome... I like helping out HoFans... Once a Honor fan Always a Honor Fan","Feb 11, 2018 at 4:32PM",AbhinavSinha
WATERMARKS - How To Add them (Tutorial),"2Dear Fan,Thanks for supporting us.Welcome... I like helping out HoFans... Once a Honor fan Always a Honor Fan","Feb 11, 2018 at 4:32PM",AbhinavSinha
Full Review Flagship Budget Phone: Honor 7X,10Dear Fan! Thanks for the amazing Review! ,"Feb 09, 2018 at 08:48AM",Pravin
Stop Stop Stop...!!!! ,10Since mi is on top in india our honor team should provide some best feature in a very low budget phone then only our team will be able to cross mi because mi has all focus on budget segment phoneThanx for the feedback...u can expect in future devices,"Mar 03, 2018 at 09:06AM",Arunb
Everything is fast on this phone!  #Honor 9 Lite#,3Is it possible to get a face unlock option in next update for 9 lite??Yes.It seems some users already got it. So just check the system update! ,"Feb 03, 2018 at 00:48AM",Honorfans_12993
Everything is fast on this phone!  #Honor 9 Lite#,3Is it possible to get a face unlock option in next update for 9 lite??Yes.It seems some users already got it. So just check the system update! ,"Feb 03, 2018 at 00:48AM",Aadhira
Everything is fast on this phone!  #Honor 9 Lite#,3Is it possible to get a face unlock option in next update for 9 lite??Yes.It seems some users already got it. So just check the system update! ,"Feb 03, 2018 at 00:48AM",Aadhira
Everything is fast on this phone!  #Honor 9 Lite#,4Loved This ,"Feb 05, 2018 at 5:07PM",huafans031166
#Honor 9 Lite# Launch Event in India [Video],3Great,"Feb 06, 2018 at 3:41PM",huafans031166
#Honor 9 Lite# Launch Event in India [Video],4Sapphire Blue is too much attractive......,"Mar 02, 2018 at 00:36AM",Honorfans_15189
#SheistheQueen  what＊s she looks like in your eyes? ,9my girl!!!my life!!!this is a stock photo from google ,"Mar 06, 2018 at 09:19AM",naruto
#SheistheQueen  what＊s she looks like in your eyes? ,9my girl!!!my life!!!this is a stock photo from google ,"Mar 06, 2018 at 09:19AM",Akshaykamble1234
#SheistheQueen  what＊s she looks like in your eyes? ,9my girl!!!my life!!!this is a stock photo from google ,"Mar 06, 2018 at 09:19AM",Akshaykamble1234
#SheistheQueen  what＊s she looks like in your eyes? ,10What a beautiful girl to be thankful for,"Mar 06, 2018 at 09:19AM",George
"Huawei Honor 9 Lite review: Gorgeous looking, quad-camera sporting smartphone offering immense value",4Nice Info,"Feb 05, 2018 at 4:57PM",huafans031166
"Huawei Honor 9 Lite review: Gorgeous looking, quad-camera sporting smartphone offering immense value","5In honor lite notepad app there must be a reminder. Also in calendar reminder must be customised, there is option to set time what we wants.","Feb 06, 2018 at 07:18AM",huafans0535230811
"Huawei Honor 9 Lite review: Gorgeous looking, quad-camera sporting smartphone offering immense value",6Tell me about the gyroscope how it works and how it's enabled honor 9 lite,"Feb 06, 2018 at 08:52AM",Honorfans_13270
Beautiful Bezel-less Phone with Quad-lens Camera #Honor 9 Lite##Honor 9 Lite,"2Same here. Order one from Flipkart.Quick quesitons, does Honor 9 Lite has face unlock?Yeah.It's pretty cool.","Feb 06, 2018 at 4:56PM",Honorfans_10125
Beautiful Bezel-less Phone with Quad-lens Camera #Honor 9 Lite##Honor 9 Lite,"2Same here. Order one from Flipkart.Quick quesitons, does Honor 9 Lite has face unlock?Yeah.It's pretty cool.","Feb 06, 2018 at 4:56PM",Aadhira
Beautiful Bezel-less Phone with Quad-lens Camera #Honor 9 Lite##Honor 9 Lite,"2Same here. Order one from Flipkart.Quick quesitons, does Honor 9 Lite has face unlock?Yeah.It's pretty cool.","Feb 06, 2018 at 4:56PM",Aadhira
Beautiful Bezel-less Phone with Quad-lens Camera #Honor 9 Lite##Honor 9 Lite,3Wow StunningYeah.Truly amazing! :-). ,"Feb 07, 2018 at 6:10PM",huafans031166
 FullView Display and Quad-Camera #Honor 9 Lite#,7Are these pictures captured by Honor 9 lite .. ? I am sure .. not.,"Feb 14, 2018 at 8:17PM",huafans0526444869
 FullView Display and Quad-Camera #Honor 9 Lite#,8Very good phone in budget,"Feb 24, 2018 at 00:34AM",NitinHonor9i
My story with #Honor6x  - A Great Allrounder in the Mid-range,7awesome!!Thankyou :-),"Feb 11, 2018 at 6:15PM",York
My story with #Honor6x  - A Great Allrounder in the Mid-range,7awesome!!Thankyou :-),"Feb 11, 2018 at 6:15PM",aravindmnair
[Honor View 10 vs OnePlus 5T] Speedtest V10 is FASTER. ,3View 10 is winner,"Feb 24, 2018 at 6:17PM",NitinHonor9i
[Honor View 10 vs OnePlus 5T] Speedtest V10 is FASTER. ,"45t was one of the best flagship of 2017 and you are comparing v10 to it, grow up.","Mar 14, 2018 at 04:30AM",Samarth
[Honor View 10 vs OnePlus 5T] Speedtest V10 is FASTER. ,"5I have both 5T and V10.Both are good phones. I also posted complete comparison in other thread.V10 should add few features in next update as requested by users in other threads, to really in competition with 5T","Mar 14, 2018 at 6:33PM",Venky
#Seizeyoursmile Show your smiling face,4Here is my ,"Feb 09, 2018 at 11:52AM",Honorfans_9930
#Seizeyoursmile Show your smiling face,4Here is my ,"Feb 09, 2018 at 11:52AM",Honorfans_9932
#Seizeyoursmile Show your smiling face,4Here is my ,"Feb 09, 2018 at 11:52AM",Honorfans_9737
#Seizeyoursmile Show your smiling face,4Here is my ,"Feb 09, 2018 at 11:52AM",Honorfans_9958
#Seizeyoursmile Show your smiling face,4Here is my ,"Feb 09, 2018 at 11:52AM",Honorfans_9958
WATERMARKS - How To Add them (Tutorial),3Amazing,"Feb 12, 2018 at 2:43PM",York
WATERMARKS - How To Add them (Tutorial),4Great tutorial.. Thanks @AbhinavsinhaThanks Mohit bhai :),"Feb 12, 2018 at 7:26PM",MohitK
Everything is fast on this phone!  #Honor 9 Lite#,5Good phone,"Feb 28, 2018 at 7:47PM",NitinHonor9i
Beautiful Bezel-less Phone with Quad-lens Camera #Honor 9 Lite##Honor 9 Lite,3Wow StunningYeah.Truly amazing! :-). ,"Feb 07, 2018 at 6:10PM",Aadhira
Beautiful Bezel-less Phone with Quad-lens Camera #Honor 9 Lite##Honor 9 Lite,3Wow StunningYeah.Truly amazing! :-). ,"Feb 07, 2018 at 6:10PM",Aadhira
Beautiful Bezel-less Phone with Quad-lens Camera #Honor 9 Lite##Honor 9 Lite,4Best budget phone with lots of features.Indeed it is :),"Feb 08, 2018 at 2:34PM",PrajwalPK
Beautiful Bezel-less Phone with Quad-lens Camera #Honor 9 Lite##Honor 9 Lite,4Best budget phone with lots of features.Indeed it is :),"Feb 08, 2018 at 2:34PM",Gitansh
Honor 9 Lite Review : A good smartphone,1Wow.Great review.Thanks for sharing this.,"Jan 26, 2018 at 09:15AM",Christine
My story with #Honor6x  - A Great Allrounder in the Mid-range,7awesome!!Thankyou :-),"Feb 11, 2018 at 6:15PM",aravindmnair
My story with #Honor6x  - A Great Allrounder in the Mid-range,8Amazing one bro..Thanks bro. I believe you have more experiences and a unique story than me. Please share with us bro! ;-),"Feb 11, 2018 at 9:27PM",MohitK
My story with #Honor6x  - A Great Allrounder in the Mid-range,8Amazing one bro..Thanks bro. I believe you have more experiences and a unique story than me. Please share with us bro! ;-),"Feb 11, 2018 at 9:27PM",aravindmnair
My story with #Honor6x  - A Great Allrounder in the Mid-range,8Amazing one bro..Thanks bro. I believe you have more experiences and a unique story than me. Please share with us bro! ;-),"Feb 11, 2018 at 9:27PM",aravindmnair
My story with #Honor6x  - A Great Allrounder in the Mid-range,9Gr8,"Feb 12, 2018 at 00:40AM",Babumani
#Seizeyoursmile Show your smiling face,4Here is my ,"Feb 09, 2018 at 11:52AM",Honorfans_9958
#Seizeyoursmile Show your smiling face,5here is my pic shot on honor 7x,"Feb 09, 2018 at 12:13AM",Honorfans_13543
#Seizeyoursmile Show your smiling face,5here is my pic shot on honor 7x,"Feb 09, 2018 at 12:13AM",Honorfans_9869
#Seizeyoursmile Show your smiling face,5here is my pic shot on honor 7x,"Feb 09, 2018 at 12:13AM",huafans0536331328
WATERMARKS - How To Add them (Tutorial),4Great tutorial.. Thanks @AbhinavsinhaThanks Mohit bhai :),"Feb 12, 2018 at 7:26PM",AbhinavSinha
WATERMARKS - How To Add them (Tutorial),4Great tutorial.. Thanks @AbhinavsinhaThanks Mohit bhai :),"Feb 12, 2018 at 7:26PM",AbhinavSinha
"Visual, Photographic, and OS Excellence: Honor 7X May be Just What You Need",1Great review.Thanks for sharing.,"Jan 27, 2018 at 07:47AM",Christine
"Visual, Photographic, and OS Excellence: Honor 7X May be Just What You Need",2Nice Info,"Feb 05, 2018 at 5:04PM",huafans031166
Beautiful Bezel-less Phone with Quad-lens Camera #Honor 9 Lite##Honor 9 Lite,4Best budget phone with lots of features.Indeed it is :),"Feb 08, 2018 at 2:34PM",Gitansh
Beautiful Bezel-less Phone with Quad-lens Camera #Honor 9 Lite##Honor 9 Lite,5Well wr8tten article about photographyStay Tuned to the forum. A lot of exciting things coming your way.Check it out. Camera tips! https://club.hihonor.com/in/honor-9-lite.321/take-star-track-have-you-try-it-on-honor-9-lite.81823,"Feb 08, 2018 at 3:33PM",Honorfans_13490
Beautiful Bezel-less Phone with Quad-lens Camera #Honor 9 Lite##Honor 9 Lite,5Well wr8tten article about photographyStay Tuned to the forum. A lot of exciting things coming your way.Check it out. Camera tips! https://club.hihonor.com/in/honor-9-lite.321/take-star-track-have-you-try-it-on-honor-9-lite.81823,"Feb 08, 2018 at 3:33PM",Gitansh
"▽ JOIN US!!! ▼Honor Fans Club is here, More benefits of Joining!!",1amazing chance!,"Jan 27, 2018 at 2:11PM",York
Big surprise! Honor Opens four new Exclusive Service Center in India ,"1Really a great initiative as before purchasing any smartphone the first question comes to any person's mind ""is the company having service center in my town or not""So expanding its reach Huawei Honor is doing great job. Congratulations","Feb 03, 2018 at 4:28PM",AbhinavSinha
Big surprise! Honor Opens four new Exclusive Service Center in India ,2Congratulations for ur one if d first exclusive service center in my state...hope to see many,"Feb 03, 2018 at 5:24PM",Arunb
Honor 9 Lite Review : A good smartphone,2Good? I feel it's great,"Feb 02, 2018 at 7:42PM",PicWiz
Honor 9 Lite Review : A good smartphone,3Best Smartphone with in an affordable budget ,"Feb 05, 2018 at 5:07PM",huafans031166
Honor 9 Lite Review : A good smartphone,4Stunning always ,"Feb 21, 2018 at 4:14PM",huafans031166
Honor 9 Lite Review : A good smartphone,5Wish to grab one ,"Feb 21, 2018 at 4:14PM",huafans031166
My story with #Honor6x  - A Great Allrounder in the Mid-range,10Please Click The Link And Like My Posthttps://club.hihonor.com/in/photography.325/amazingindiatraditionalindiandresswedding.99227,"Feb 13, 2018 at 5:39PM",NetajiMahato
Theme For #Honor7x,1Wow.Thanks for sharing!Thank you :)) ,"Feb 11, 2018 at 12:43AM",Aadhira
Theme For #Honor7x,1Wow.Thanks for sharing!Thank you :)) ,"Feb 11, 2018 at 12:43AM",KAVIN
#Face Unlock Is Available# Honor View 10,1Wow.That's great. Can't wait to try it.,"Jan 27, 2018 at 1:05PM",Christine
#Face Unlock Is Available# Honor View 10,2Cool!!How to get it?,"Jan 27, 2018 at 1:44PM",lfhuang
#Seizeyoursmile Show your smiling face,5here is my pic shot on honor 7x,"Feb 09, 2018 at 12:13AM",huafans0536331328
#Seizeyoursmile Show your smiling face,6,"Feb 09, 2018 at 12:15AM",Sam9
#Seizeyoursmile Show your smiling face,6,"Feb 09, 2018 at 12:15AM",huafans0536314864
#Seizeyoursmile Show your smiling face,6,"Feb 09, 2018 at 12:15AM",Manojkumar14
All About Me and HonorEvent,1Awesome stuff man.Loved reading your articleThank u bro..,"Mar 09, 2018 at 7:48PM",Rahulkumar
WATERMARKS - How To Add them (Tutorial),5I am happy and shocked to see my post trending on Honor Community. Really feeling very happy :),"Feb 12, 2018 at 10:49PM",AbhinavSinha
WATERMARKS - How To Add them (Tutorial),6Great Share!,"Feb 13, 2018 at 07:51AM",Pravin
WATERMARKS - How To Add them (Tutorial),7good one,"Feb 13, 2018 at 11:22AM",KAVIN
WATERMARKS - How To Add them (Tutorial),8Thanks for sharing,"Feb 13, 2018 at 12:47AM",UpendraParekh
"Visual, Photographic, and OS Excellence: Honor 7X May be Just What You Need",3Great,"Feb 06, 2018 at 3:41PM",huafans031166
"Visual, Photographic, and OS Excellence: Honor 7X May be Just What You Need",4nice review,"Feb 09, 2018 at 11:59AM",Honorfans_13540
"Visual, Photographic, and OS Excellence: Honor 7X May be Just What You Need",5yes proud owner of honor 7x,"Feb 10, 2018 at 11:36AM",Sam9
"Visual, Photographic, and OS Excellence: Honor 7X May be Just What You Need","6Honor 7X, one of the best smartphone I have ever tried. Its features are really very good, it has positive reviews from the user, it is one one of the best smartphones available in the market.Though there are various types of smartphones available in the market, they all haveone thing common, they all have virus problems when they are not used properly.The users facing the same issue can get the help from the <a  class=""editorLink"" target=""_blank"" title=""undefined"">Panda Customer Service</a> number, it provides the instant support to the user regarding the same.You mean to say honor 7x doesn't have any problem then i would request you to please play fastlane game and click portrait mode photos and then say. ","Feb 13, 2018 at 4:07PM",Honorfans_14107
Beautiful Bezel-less Phone with Quad-lens Camera #Honor 9 Lite##Honor 9 Lite,5Well wr8tten article about photographyStay Tuned to the forum. A lot of exciting things coming your way.Check it out. Camera tips! https://club.hihonor.com/in/honor-9-lite.321/take-star-track-have-you-try-it-on-honor-9-lite.81823,"Feb 08, 2018 at 3:33PM",Aadhira
